,date,data
0,2018-01-01 00:00:00,
1,2018-01-01 00:30:00,
2,2018-01-01 01:00:00,
3,2018-01-01 01:30:00,
4,2018-01-01 02:00:00,
5,2018-01-01 02:30:00,
6,2018-01-01 03:00:00,
7,2018-01-01 03:30:00,
8,2018-01-01 04:00:00,
9,2018-01-01 04:30:00,
10,2018-01-01 05:00:00,
11,2018-01-01 05:30:00,
12,2018-01-01 06:00:00,
13,2018-01-01 06:30:00,
14,2018-01-01 07:00:00,
15,2018-01-01 07:30:00,
16,2018-01-01 08:00:00,
17,2018-01-01 08:30:00,
18,2018-01-01 09:00:00,
19,2018-01-01 09:30:00,
20,2018-01-01 10:00:00,
21,2018-01-01 10:30:00,
22,2018-01-01 11:00:00,
23,2018-01-01 11:30:00,
24,2018-01-01 12:00:00,
25,2018-01-01 12:30:00,
26,2018-01-01 13:00:00,
27,2018-01-01 13:30:00,
28,2018-01-01 14:00:00,
29,2018-01-01 14:30:00,
30,2018-01-01 15:00:00,
31,2018-01-01 15:30:00,
32,2018-01-01 16:00:00,
33,2018-01-01 16:30:00,
34,2018-01-01 17:00:00,
35,2018-01-01 17:30:00,
36,2018-01-01 18:00:00,
37,2018-01-01 18:30:00,
38,2018-01-01 19:00:00,
39,2018-01-01 19:30:00,
40,2018-01-01 20:00:00,
41,2018-01-01 20:30:00,
42,2018-01-01 21:00:00,
43,2018-01-01 21:30:00,
44,2018-01-01 22:00:00,
45,2018-01-01 22:30:00,
46,2018-01-01 23:00:00,
47,2018-01-01 23:30:00,
48,2018-01-02 00:00:00,
